"gauge_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
1001001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001003,NA,NA,NA,0.205054386203054,0.119957578500669,0.612208714847359,NA,NA,NA
1020002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020003,NA,NA,NA,0.118800424334011,0.39560327521284,0.526106633853009,NA,NA,NA
1021001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021002,NA,NA,NA,0.0176197183596293,0.638754865896632,0.269841410807441,NA,NA,NA
1041002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044001,NA,NA,NA,0.21927225150331,0.103272362656798,0.6476504299465,NA,NA,NA
1050002,NA,NA,NA,0.0906228910190524,0.206382562600959,0.657311518584999,NA,NA,NA
1050004,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201003,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201005,0.189395792475914,0.216672823683117,0.445709622386401,0.183008055277567,0.0613359603966228,0.730122386477082,0.225633501107393,0.148791964797263,0.625574534095352
1210001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300009,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410004,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502008,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610004,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730003,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730007,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730012,NA,NA,NA,NA,NA,NA,NA,NA,NA
2101001,NA,NA,NA,0.0803690734739417,0.0515727156610634,0.87416109892496,NA,NA,NA
2103001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103002,NA,NA,NA,0.0531231444225917,0.584829778059031,0.332558184828116,NA,NA,NA
2103003,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103014,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104002,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104003,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104013,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105002,NA,NA,NA,0.0799568811766358,0.0505640455068324,0.868076640904442,NA,NA,NA
2105005,NA,NA,NA,0.0471140944452583,0.440816612505694,0.45951108597435,NA,NA,NA
2105007,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110002,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110004,NA,NA,NA,0.120077511068967,0.113869994272038,0.740794498969168,NA,NA,NA
2110031,NA,NA,NA,NA,NA,NA,NA,NA,NA
2112005,NA,NA,NA,NA,NA,NA,NA,NA,NA
2112006,NA,NA,NA,0.0917456624949487,0.650615100088297,0.285243357378911,NA,NA,NA
2112007,NA,NA,NA,NA,NA,NA,NA,NA,NA
2113001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2120001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022001,NA,NA,NA,0.14257712013106,0.232124851349844,0.591369764210527,NA,NA,NA
3041001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041002,NA,NA,NA,0.19064020521266,0.481144489682431,0.250544549607282,NA,NA,NA
3041003,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041004,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041005,NA,NA,NA,0.0186862722518109,0.526547921690128,0.304047967580616,NA,NA,NA
3050001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3404001,NA,NA,NA,0.0599522656243195,0.726599279843747,0.154058890283838,NA,NA,NA
3414001,NA,NA,NA,0.12869344862108,0.558791873603618,0.295847899436922,NA,NA,NA
3421001,NA,NA,NA,0.0128354580713747,0.707558559119185,0.245415281963848,NA,NA,NA
3430001,0.38390489291349,0.184019014254299,0.324717392903114,0.0634896725020617,0.535357140876447,0.243161657858961,0.387188833790691,0.213909347045943,0.398901819163366
3430002,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430003,NA,NA,NA,0.083844880510637,0.520682790203523,0.25785436875095,NA,NA,NA
3431001,NA,NA,NA,0.0444177841904107,0.808185453543501,0.471420937881017,NA,NA,NA
3434001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3434003,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3453001,NA,NA,NA,0.010796073417477,0.534583579881913,0.253946545259217,NA,NA,NA
3802001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3804002,NA,NA,NA,0.0722211412197967,0.501863997742594,0.373746978244561,NA,NA,NA
3806001,NA,NA,NA,0.0192581734123939,0.540099409581439,0.32771020332693,NA,NA,NA
3814001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814003,NA,NA,NA,0.0245210773294269,0.525669553393894,0.255146591029405,NA,NA,NA
3815001,NA,NA,NA,0.0388039191913179,0.415167521304822,0.381946580395693,NA,NA,NA
3815002,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820001,0.0397979960882674,0.640975801292878,0.163398563920175,0.0244033342297953,0.657611038753738,0.327533102540841,0.0268156928510454,0.889845054638328,0.0833392525105803
3820002,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820003,NA,NA,NA,0.043437036200427,0.650794558684293,0.341174881257941,NA,NA,NA
3825001,NA,NA,NA,NA,NA,NA,NA,NA,NA
3826001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4301002,0.400645784734117,0.292002488568097,0.23638113673779,0.282850278612216,0.299388676821382,0.367709648441757,0.362116672513366,0.479878771328902,0.158004556157731
4302001,0.0480159767777851,0.563044277216066,0.232091315624256,0.123530406648189,0.50151895416343,0.497105491783949,0.149004936541324,0.59412118810327,0.256873875355409
4306001,NA,NA,NA,0.260925781929561,0.393494328126246,0.382661289317313,NA,NA,NA
4308001,0.095421421220177,0.54502427913723,0.178803727174096,0.095717379803689,0.48066666239322,0.270072424656556,0.119268054749007,0.801574119105536,0.0791578261454389
4311001,0.0972209591000103,0.608347764215571,0.186734095909093,0.0730392661386378,0.281940611132137,0.44457303517513,0.0731674950742233,0.812600119007112,0.114232385918666
4313001,0.113303506782031,0.526226850061059,0.195748428402432,0.0958879259714848,0.372317487217937,0.412110237231219,0.113683890651396,0.788300812275289,0.0980152970733111
4314001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4314002,0.0552545704365225,0.568021882073336,0.189474079096194,0.0612922934936822,0.413249560090113,0.366907261750376,0.0583266861649568,0.830590638411524,0.111082675423508
4320001,0.0766557958608738,0.604044718373923,0.15622963539049,0.0458905369737382,0.557693701185893,0.280984491007308,0.0653324595810054,0.850550930168178,0.0841166102508167
4323001,0.0963629614624583,0.548144704835143,0.213998589248284,0.0255240436137746,0.646336207686187,0.358527886247971,0.073629772953598,0.785055191335902,0.141315035710503
4335001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4400001,0.303459915065869,0.361328536019519,0.285682835044651,0.175150856566942,0.330244655572245,0.459821584364137,0.252020199972318,0.423021899734629,0.32495790029305
4501001,NA,NA,NA,0.0848715189475042,0.366878637689153,0.40715913512179,NA,NA,NA
4501002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4502001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4502002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4503001,NA,NA,NA,0.0267222664984258,0.251538893148278,0.483550523745495,NA,NA,NA
4506002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4511001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4511002,0.231034351247211,0.399449651677911,0.204856073482333,0.182699190860236,0.324492194898724,0.40898149706416,0.246037592190262,0.636350884658055,0.117611523151686
4512001,NA,NA,NA,0.177007031088101,0.207462449369563,0.533272471127969,NA,NA,NA
4513001,0.262205572815604,0.440258983551892,0.158090119815184,0.239389375932315,0.319601574818132,0.406000677272043,0.288281060088613,0.591466392366438,0.120252547544951
4514001,NA,NA,NA,0.086254655335217,0.22745393817097,0.417331732746265,NA,NA,NA
4515001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4515002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4516001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4520001,NA,NA,NA,0.0722319381869272,0.332747371749927,0.67796883617726,NA,NA,NA
4522001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4522002,NA,NA,NA,0.0713352084038444,0.315176542312563,0.540331356606462,NA,NA,NA
4523001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4523002,NA,NA,NA,0.118225157504358,0.396691898279559,0.371548860311646,NA,NA,NA
4530001,NA,NA,NA,0.17503562063099,0.443926825338858,0.400959088269497,NA,NA,NA
4531001,NA,NA,NA,0.152707177906849,0.29301293539352,0.472466680368956,NA,NA,NA
4531002,NA,NA,NA,0.143209403986886,0.226666907050352,0.602390077918225,NA,NA,NA
4532001,NA,NA,NA,0.155905065941718,0.238446781811458,0.536844334150143,NA,NA,NA
4533002,NA,NA,NA,0.0662743764923553,0.0486934768452811,0.872483112085516,NA,NA,NA
4534001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4537001,NA,NA,NA,0.0438839564621033,0.182520855040076,0.685275350840625,NA,NA,NA
4540001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4540002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4550003,NA,NA,NA,NA,NA,NA,NA,NA,NA
4556001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4558001,NA,NA,NA,0.0928944979653337,0.171684876929084,0.83344789638654,NA,NA,NA
4703001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4703002,0.283667334991475,0.424705824866849,0.182904825351556,0.299235448457334,0.254814233890592,0.372162662344582,0.271518172399291,0.590297080534757,0.138184747065951
4704001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4704002,NA,NA,NA,NA,NA,NA,NA,NA,NA
4711001,NA,NA,NA,0.243096065364582,0.243399837638995,0.46683869337642,NA,NA,NA
4712001,NA,NA,NA,0.0864551108982672,0.572983272889842,0.283794851750969,NA,NA,NA
4714001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4716001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4716004,NA,NA,NA,0.220550445667355,0.458600740030879,0.395554035565963,NA,NA,NA
4721001,0.167670834295416,0.462644980387296,0.249134988039001,0.123866849329764,0.289571877071102,0.473625806562882,0.124205742957992,0.712144455001974,0.163649802040028
4723001,0.121949467965595,0.558021235414734,0.207955855844453,0.140604933166889,0.508823175183692,0.419536234104216,0.172919546771079,0.566287602763603,0.260792850465316
4726001,NA,NA,NA,0.0949400040877692,0.402288358821909,0.70650622814895,NA,NA,NA
4730001,0.122167955591164,0.354486544446403,0.408324180447198,0.126940005848563,0.201989965439555,0.585539767327331,0.118409121818932,0.354250596785496,0.527340281395307
4810001,NA,NA,NA,NA,NA,NA,NA,NA,NA
4810005,NA,NA,NA,NA,NA,NA,NA,NA,NA
4810006,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100001,NA,NA,NA,0.150579234083202,0.351004868042895,0.372993042731142,NA,NA,NA
5101001,NA,NA,NA,0.157782078480851,0.238346557843699,0.594751314026252,NA,NA,NA
5101002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110002,NA,NA,NA,0.0947417405466671,0.111684798490379,0.748826662779246,NA,NA,NA
5120001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200001,0.178291842611559,0.49556545433227,0.131724074733168,0.122504552262805,0.335583507313082,0.369425323147339,0.227389048460393,0.656018900953021,0.116592050586607
5221001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5221002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5320001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5401002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5401003,NA,NA,NA,0.673024303471504,0.105105733939836,0.201555778791356,NA,NA,NA
5402001,NA,NA,NA,0.563133832023647,0.17334745537528,0.251972851218439,NA,NA,NA
5402015,NA,NA,NA,NA,NA,NA,NA,NA,NA
5403002,NA,NA,NA,0.311900792835645,0.382193643766528,0.330896321587458,NA,NA,NA
5403003,NA,NA,NA,NA,NA,NA,NA,NA,NA
5405001,NA,NA,NA,0.529900135857527,0.210494632592648,0.378177042076344,NA,NA,NA
5406001,0.300459833392767,0.263966107904832,0.321447512956594,0.230538008176888,0.223782856152572,0.514996283731376,0.295388043925384,0.41126455133587,0.293347404738746
5406002,NA,NA,NA,0.343308588767435,0.154224220340506,0.396667925666638,NA,NA,NA
5410001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410002,0.521510275183007,0.285767662244742,0.144654330385199,0.452463526994605,0.183319398340205,0.295338237604313,0.480401896183967,0.390504500718485,0.129093603097546
5410005,NA,NA,NA,0.328158098455365,0.258077279459239,0.351250918844927,NA,NA,NA
5411001,NA,NA,NA,0.166757489412421,0.194177316924609,0.549729756550136,NA,NA,NA
5411002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5414001,NA,NA,NA,0.297421652603218,0.218374344722652,0.400843642202736,NA,NA,NA
5415002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5420002,NA,NA,NA,0.472203435650875,0.0623130255853281,0.469322238091393,NA,NA,NA
5421001,NA,NA,NA,0.0848269269163527,0.464268837704604,0.42552289147153,NA,NA,NA
5421002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5422001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423003,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423004,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423005,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423006,NA,NA,NA,NA,NA,NA,NA,NA,NA
5427003,NA,NA,NA,NA,NA,NA,NA,NA,NA
5701001,NA,NA,NA,0.592280067964979,0.137944996134307,0.248280490150228,NA,NA,NA
5701002,NA,NA,NA,NA,NA,NA,NA,NA,NA
5702001,NA,NA,NA,0.584195479330962,0.214998136450059,0.238771797820226,NA,NA,NA
5703006,NA,NA,NA,NA,NA,NA,NA,NA,NA
5704002,NA,NA,NA,0.496297688288901,0.178337841548253,0.270029311238066,NA,NA,NA
5705001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5706001,NA,NA,NA,0.426164299113292,0.254657787209733,0.351713945579231,NA,NA,NA
5707002,0.690801626496991,0.139626460640917,0.119564518857766,0.606143406324835,0.141701770017962,0.196164929786911,0.685396921664197,0.186459159023304,0.128143919312501
5710001,NA,NA,NA,0.50643317357873,0.270558833590326,0.291624172313711,NA,NA,NA
5715001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5716001,0.0715027865192925,0.229997574945477,0.591606476313454,0.0570972619155393,0.0847133885227364,0.828023055133815,0.0689307320356814,0.13375745476177,0.797311813202553
5720001,NA,NA,NA,NA,NA,NA,NA,NA,NA
5721001,0.561531787889763,0.205961444371733,0.163887879809234,0.466985838610947,0.183838939592099,0.300416570713353,0.553509513676795,0.314012145889215,0.132478340433989
5721016,NA,NA,NA,NA,NA,NA,NA,NA,NA
5722001,0.142932355241746,0.29541361666915,0.404181905455956,0.125404245403373,0.241003631617503,0.547588012747048,0.162125202689765,0.329352757722649,0.50852203958759
5722002,0.281453196598493,0.241001313585314,0.397546026329963,0.245239508331012,0.160369577236035,0.484070879416785,0.271303225984054,0.242117163431657,0.486579610584291
5730005,NA,NA,NA,NA,NA,NA,NA,NA,NA
5730008,NA,NA,NA,NA,NA,NA,NA,NA,NA
5734001,NA,NA,NA,0.0893285778148114,0.0352971287716893,0.869723373287807,NA,NA,NA
5737002,0.103433238665393,0.293384293632714,0.500778262959298,0.0731725581746672,0.194722986790111,0.687872793179807,0.100588002201925,0.235561845161062,0.663850152637011
5741001,NA,NA,NA,0.135006867530674,0.0400409740939803,0.856375536306412,NA,NA,NA
5746001,NA,NA,NA,0.102487876066397,0.0407942802713612,0.837044718471036,NA,NA,NA
5748001,NA,NA,NA,0.104302347125676,0.176980931269965,0.664125617503244,NA,NA,NA
6000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
6002001,NA,NA,NA,NA,NA,NA,NA,NA,NA
6003001,NA,NA,NA,NA,NA,NA,NA,NA,NA
6006001,NA,NA,NA,0.568753181936446,0.106054115717896,0.267353178340195,NA,NA,NA
6008005,NA,NA,NA,NA,NA,NA,NA,NA,NA
6011001,NA,NA,NA,0.0693869301351758,0.127646917204639,0.769515530908487,NA,NA,NA
6013001,NA,NA,NA,0.113114840442496,0.13785800028637,0.669052859203407,NA,NA,NA
6015001,NA,NA,NA,NA,NA,NA,NA,NA,NA
6018001,NA,NA,NA,0.117230249294433,0.0343629635424635,0.841380814032936,NA,NA,NA
6019003,NA,NA,NA,NA,NA,NA,NA,NA,NA
6025001,NA,NA,NA,NA,NA,NA,NA,NA,NA
6027001,NA,NA,NA,0.211315148592544,0.111253130338892,0.670618799589447,NA,NA,NA
6028001,NA,NA,NA,0.41903375548555,0.14700640563148,0.42633783070692,NA,NA,NA
6033001,NA,NA,NA,0.269571988248635,0.235227191842679,0.500869302996706,NA,NA,NA
6033011,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034001,0.380524947208813,0.126004147017815,0.495359886083631,0.276531385495877,0.114191234187928,0.703540454280256,0.313139952560575,0.122033900817591,0.564826146621835
6034022,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034023,NA,NA,NA,NA,NA,NA,NA,NA,NA
6035001,NA,NA,NA,NA,NA,NA,NA,NA,NA
6043001,NA,NA,NA,0.171915400967829,0.0450222483870158,0.750485114864414,NA,NA,NA
6132001,NA,NA,NA,NA,NA,NA,NA,NA,NA
7102001,NA,NA,NA,0.35092047301869,0.14389974144051,0.476413078123167,NA,NA,NA
7102005,NA,NA,NA,NA,NA,NA,NA,NA,NA
7103001,0.176676116516852,0.23522293829947,0.482836505916455,0.143263824427071,0.173731830904922,0.667749521865859,0.180609576626697,0.221222211345441,0.598168212027924
7104001,NA,NA,NA,NA,NA,NA,NA,NA,NA
7104002,0.231927036917034,0.338577489986655,0.31380546249345,0.214496410393716,0.171495998655279,0.557188612694765,0.22753917947894,0.383704494311514,0.388756326209541
7112001,NA,NA,NA,0.427691667901674,0.143630188842775,0.387102340882297,NA,NA,NA
7115001,NA,NA,NA,0.252707738858855,0.191529135509487,0.532831762635101,NA,NA,NA
7116001,NA,NA,NA,0.175420128463682,0.0406633764346641,0.771261970188892,NA,NA,NA
7123001,NA,NA,NA,0.205809217520176,0.107029284325734,0.690820114658445,NA,NA,NA
7200002,NA,NA,NA,NA,NA,NA,NA,NA,NA
7300001,NA,NA,NA,NA,NA,NA,NA,NA,NA
7303000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306001,NA,NA,NA,NA,NA,NA,NA,NA,NA
7308001,NA,NA,NA,NA,NA,NA,NA,NA,NA
