"gauge_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
10002,0.181730984688,0.228515844539,0.505823603587194,0.178025071931519,0.0599141501081947,0.751465080285742,0.17794622578243,0.138918816524285,0.683134957693266
10003,0.242164351479613,0.238880415890264,0.431165050549015,0.24655446306544,0.0964111731827063,0.638756706280616,0.244554325300909,0.231241630943416,0.524204043755679
1001,0.253186056794642,0.152972594012842,0.528169438813508,0.255236183120017,0.0152868287240144,0.728645769600474,0.249083543578945,0.0661821400110097,0.684734316410043
101002,0.211953596608322,0.182976219951269,0.528730180698271,0.176971569931809,0.108078124777664,0.693113605445137,0.215190327845679,0.142162057833745,0.642647614320575
101005,0.158113585364255,0.216628669830496,0.509470155418767,0.151757065886717,0.0562633016490024,0.775164876038971,0.16938836508234,0.135746312511644,0.694865322406015
102001,0.232965178288612,0.174122383048761,0.505157048589906,0.226610139203653,0.0254871881790903,0.751233957604254,0.231047968794946,0.103044363534891,0.665907667670181
106001,0.315166811904414,0.15620289376284,0.435261797905708,0.314603737976795,0.0369860963319927,0.644696346132135,0.323827814611045,0.102546924666276,0.57362526072275
107001,NA,NA,NA,0.321922882176365,0.0238214331530097,0.660202577805831,NA,NA,NA
11001,0.159356263760791,0.252671625886609,0.48959026616146,0.158077179343101,0.0882045107318794,0.74232374030738,0.158333964271041,0.218931709854396,0.622734325874533
11003,0.129986118100376,0.229728901978476,0.539277261003403,0.128448749679066,0.0544017402196125,0.817149822666881,0.130683598638661,0.16266253591981,0.706653865441509
11004,0.175598806571414,0.274424755517426,0.451530524870455,0.176188271895342,0.118963242796311,0.674358552175596,0.179333180511073,0.25858543015232,0.562081389336553
12001,0.134015654362518,0.208887863685423,0.552667559757292,0.134871426166124,0.0260927182082309,0.842546066138791,0.134054177734565,0.10563713816482,0.760308684100583
12002,0.137643048752755,0.204210392589832,0.555788225285053,0.140212101261054,0.026144097159444,0.837589524358905,0.136989639505756,0.113747921105568,0.749262439388663
12005,0.092541598149858,0.208402298189429,0.589137567500803,0.0965100128427559,0.0214640915375448,0.888190976545456,0.0955091925236678,0.106666587904326,0.797824219571977
12006,0.109858011169154,0.198910372818001,0.592295687304129,0.112665090458527,0.024209945352758,0.869049705834412,0.109171730771286,0.0888036121447413,0.802024657083976
