"gauge_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
10100000,NA,NA,NA,0.798828846089061,0.0408362504891602,0.145964616759886,NA,NA,NA
10200000,NA,NA,NA,0.650678892451027,0.0297841875756254,0.30354189185911,NA,NA,NA
10300000,NA,NA,NA,NA,NA,NA,NA,NA,NA
10500000,NA,NA,NA,0.775963319601143,0.0410405571762722,0.200651127655841,NA,NA,NA
10800000,NA,NA,NA,NA,NA,NA,NA,NA,NA
10900000,0.778236189175014,0.0732275385045359,0.128642413093082,0.759092210529187,0.0340509588694756,0.185543937207402,0.764703202719979,0.0938856247948624,0.141411172485159
10910000,0.720950326730588,0.101255042533326,0.142632313738152,0.69706349368984,0.0445030851677738,0.230245843518862,0.716466386994443,0.131439000687321,0.152094612318233
11200000,NA,NA,NA,0.687790554356221,0.0857221416984138,0.165405966003456,NA,NA,NA
11400000,0.806770747680341,0.089765363901177,0.09386109978645,0.735853915537467,0.0678583572467845,0.15760234593714,0.782041719352229,0.132162290830638,0.0857959898171334
11444900,NA,NA,NA,0.484692155175621,0.0499715779479971,0.42373001890222,NA,NA,NA
11450000,NA,NA,NA,0.439256061787676,0.108814830218855,0.394796151197712,NA,NA,NA
11500000,0.736886319021332,0.150725364915975,0.100044273046518,0.703029367615585,0.0822818834750971,0.191126132974873,0.701210345635277,0.212443374991093,0.0863462793736305
12100000,NA,NA,NA,NA,NA,NA,NA,NA,NA
12150000,NA,NA,NA,0.806319232063198,0.0357921560425719,0.13232550050491,NA,NA,NA
12180000,NA,NA,NA,NA,NA,NA,NA,NA,NA
12200000,NA,NA,NA,0.877134755422183,0.0120108696106237,0.0976086635599352,NA,NA,NA
12210000,NA,NA,NA,NA,NA,NA,NA,NA,NA
12230000,NA,NA,NA,NA,NA,NA,NA,NA,NA
12240000,NA,NA,NA,0.841324605957211,0.0391618995369102,0.0738778347253791,NA,NA,NA
