"grdc_no","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
6111100,NA,NA,NA,NA,NA,NA,NA,NA,NA
6112070,NA,NA,NA,NA,NA,NA,NA,NA,NA
6112080,0.229610428268262,0.231991682634605,0.449626875686457,0.227529902015642,0.0667405740157452,0.697248639165108,0.224485606481258,0.18725566527603,0.588258728242731
6112100,0.198379985073472,0.254644886810541,0.446808199114233,0.190759035096394,0.108020835488252,0.71579972611505,0.214972587187992,0.279500720805125,0.505526692006874
6114500,0.210986681713936,0.207576575951497,0.522151169514228,0.17037006057113,0.0602131614821202,0.767648381601942,0.185649662451888,0.141946117353436,0.672404220194609
6115500,0.157709237459115,0.153074560119897,0.592632029747787,0.0734718761225319,0.0345402564002773,0.887518162841206,0.15659782540028,0.0836832536645435,0.759718920935152
6115800,NA,NA,NA,0.0909558791205327,0.0367037827624781,0.869411015803142,NA,NA,NA
6116100,0.130239022146001,0.188280497933211,0.570947169607956,0.096272171001857,0.0269644350605524,0.874715175042682,0.118574144354365,0.0831432708924309,0.798282584753204
6116200,0.147314331528345,0.259541859833831,0.47425005763396,0.105410423745315,0.120504705591951,0.774642001029508,0.149480314989598,0.251571302704356,0.598948382306053
6140100,0.0904375870579925,0.271312144234631,0.535895758316599,0.0899818271139169,0.0682878869196361,0.840089384261159,0.0914579887473165,0.1767237053894,0.731818305863288
6140101,0.11696759589217,0.272114555463796,0.510252165464993,0.116161393763704,0.0738931077178242,0.804854256892261,0.117410545567128,0.188647985309306,0.69394146912357
6140120,0.0701864160200677,0.276408066772508,0.542355412118148,0.0713106629954661,0.0727344855864694,0.850523430389122,0.0712390876929518,0.177655330098176,0.751105582208872
6140130,0.199012437680342,0.243746807809825,0.467884865819125,0.200920824530999,0.0568957249669429,0.742559754109459,0.199626454735425,0.170474545946423,0.629898999318159
6140140,0.124515505280817,0.25486822512918,0.51245501565702,0.127600464230096,0.0541736248804872,0.812458978670183,0.125595050051709,0.175412160223321,0.698992789724967
6140150,0.0712578938121201,0.310126770596352,0.506112622245705,0.0705500750515939,0.10206601250777,0.81456427573707,0.0710375416800789,0.232026134442002,0.696936323877937
6140250,0.0972746368640971,0.304371874266894,0.487405414679832,0.100269893874712,0.104057932409323,0.777222373895039,0.0981455548021501,0.248035306340184,0.653819138857664
6140280,0.168496343732701,0.216317570088989,0.507743402635265,0.172194633363551,0.0462591920717406,0.766613007755044,0.172375551531406,0.148210937800429,0.679413510667829
6140300,0.0912020601845254,0.306763735872086,0.495883872598038,0.0910229549304647,0.102900483924732,0.790548934280862,0.0906479619088972,0.248888061940641,0.660463976150439
6140400,0.157384276144824,0.315950166171784,0.421280070872539,0.157000977138982,0.123985487232384,0.702291260274743,0.158070377545935,0.292978594043106,0.548951028410962
6140401,0.155109454716294,0.323861035711608,0.402892378043044,0.162085243040992,0.143859208832605,0.685882366784703,0.159972273691226,0.330318809880641,0.509708916428185
6140450,0.144540597952056,0.259880740800591,0.491217458736731,0.143368063727082,0.0672492633525829,0.782872939015733,0.141618244708935,0.19396123179298,0.664420523498093
6140480,0.157341669703218,0.26089362998,0.483847188766417,0.154408391389578,0.0713359376397607,0.763608668971826,0.156178107256746,0.192841950004216,0.650979942738138
6140481,0.191698943929351,0.215429788218993,0.465925736631092,0.209465534938057,0.0672432479191989,0.719274915634708,0.204004578092302,0.170785262738479,0.625210159169216
6140500,0.154246336398689,0.248075282333904,0.498613842412163,0.15429157535784,0.0545036859955051,0.785469911332864,0.153279582911789,0.163172748232763,0.683547668855427
6140600,0.0718001903605229,0.432448210748234,0.385964932882007,0.0730158078019044,0.229006339464667,0.671685240078095,0.0725711124717681,0.440927994863214,0.486500892665023
6140700,0.124962052667099,0.258678577048051,0.505493655131042,0.127030660047269,0.0505690498985461,0.82433968975594,0.127473567750409,0.179341384264602,0.693185047984997
6142200,0.234197439938703,0.285559167302098,0.38097468937248,0.236044803047009,0.10511073726425,0.63956360549157,0.233607819846303,0.286866519886868,0.479525660266826
6142500,0.305655914038821,0.157068781455706,0.466879271323877,0.305394722273432,0.0322302542510575,0.65503077986362,0.304301171533081,0.10047924452739,0.595219583939532
6142520,0.16579459504279,0.266382979263352,0.45915827639785,0.167799784369845,0.0734748008395379,0.751799265252839,0.165394362322638,0.200635316992126,0.633970320685251
