"gauge_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas"
"DE110000",0.170479004468448,0.242861727754846,0.497907797820292,0.154655474991556,0.0485818666256246,0.791507697521877
"DE110010",0.173876189244227,0.239220775086108,0.478459103578381,0.169082272043373,0.0486199609262689,0.784612272331844
"DE110020",0.193619243836605,0.266467312310721,0.431076533868026,0.195729056116651,0.0702085800117038,0.723429360444627
"DE110030",0.190888849321604,0.294786726830868,0.401138482314153,0.192871557265361,0.097910272805969,0.692853917714198
"DE110040",0.0301675374811757,0.277380450050489,0.583150427520674,0.0307210098878048,0.0635626129717989,0.895473566489177
"DE110060",0.056554112328235,0.306979791756988,0.519945921258145,0.0570041187795963,0.0961321125934747,0.831473889739601
"DE110080",0.131190680139937,0.613812862986609,0.136055537854022,0.120338911753721,0.448711167075042,0.361459483165611
"DE110090",0.178934925266789,0.294956091816195,0.415541174559589,0.166628002499265,0.111503902189382,0.694321310530334
"DE110100",0.207541766639831,0.224378054960492,0.474821996225492,0.211612682425169,0.0406945644764379,0.742183295775247
"DE110120",0.0348423511735428,0.264301936054998,0.595519853667464,0.0329449424391783,0.0505241290410415,0.904063682374224
"DE110130",0.0385992454670262,0.291276193150373,0.561817459658856,0.038285612634257,0.0810844070476951,0.866987854257998
"DE110140",0.126265982958669,0.299717938868954,0.455746908113409,0.12717364188418,0.0915165364158722,0.761147497851475
"DE110150",0.218995718316723,0.216688424175451,0.480392455825918,0.215662889752907,0.0360440211762926,0.743588973761331
"DE110160",0.172309831515495,0.253777390474911,0.463604756143873,0.154536358541433,0.060312340009059,0.767021640994206
"DE110170",0.237683715101541,0.352070817920712,0.291335267621955,0.238230882230023,0.186738376076465,0.539248855239517
"DE110180",0.272822421144838,0.302782869089453,0.309774083673949,0.286466463692316,0.130623460360681,0.551141518958846
"DE110190",0.107107281356354,0.249912019433324,0.541332838612286,0.109140958953512,0.0441762995500828,0.841025281537551
"DE110200",0.153097214948255,0.252891828494427,0.500460702024192,0.154197998596356,0.0555517453331425,0.778901052982135
"DE110210",0.208244703528255,0.258731815356342,0.420500224211446,0.218491530995539,0.0847922899115566,0.681878236037854
"DE110220",0.0621195209759268,0.215195370468809,0.621517312851183,0.0588199725473955,0.017115727801268,0.91707642250712
"DE110250",0.148973107023233,0.258752484708017,0.484172961025122,0.150869543091087,0.0519177572892622,0.795301351464236
"DE110260",0.15460424100933,0.225546203702275,0.526979268266006,0.144507962843227,0.0330962765301646,0.820325994331324
"DE110270",0.125053429033653,0.232908690814671,0.52762330798973,0.125712692106151,0.0321016599275353,0.839954072488913
"DE110280",0.158299752298932,0.263087440522308,0.459955984422473,0.161455813658394,0.0627378969207866,0.766911005626347
"DE110290",0.0729311439634999,0.263309629667272,0.551269931967034,0.0723056260778979,0.0502491062478043,0.870505163864919
"DE110300",0.0810966563899896,0.263793105946924,0.541017301547587,0.0812617217860166,0.0482461635471611,0.8679038801054
"DE110310",0.129705315581864,0.249612557331853,0.507639707238074,0.132273766506847,0.04833956471368,0.814485207867606
"DE110320",0.112223214563289,0.24213502710875,0.536129195312624,0.113908560824324,0.0366920797620076,0.849068332032011
"DE110330",0.118852633800134,0.250118000717467,0.517142810637862,0.123929197142443,0.043581639320249,0.83287417759313
"DE110340",0.0954378656892313,0.258059274290463,0.540494728782048,0.0953634138644076,0.0509904859525199,0.844490455027265
"DE110350",0.100438203954721,0.246580308398406,0.54787321146044,0.100324783797178,0.0400275100081127,0.853029692637168
"DE110360",0.119132573264091,0.234720889544037,0.543202505798204,0.101887071937873,0.0442137755923048,0.848003004120524
"DE110370",0.132716598760391,0.247969823961355,0.513286952146086,0.134646864267103,0.0524575454691351,0.808090678285479
"DE110380",0.195401162237825,0.218938185443716,0.488973086389588,0.199106710313533,0.0611720148605437,0.73422912835813
"DE110390",0.0851349392705761,0.427814226491083,0.386781561953045,0.0845243163409192,0.246632527324715,0.639616342325671
"DE110400",0.121364062881822,0.259282694030775,0.512603683557823,0.122046586518616,0.0594657728235568,0.809348843043865
"DE110410",0.165948259978361,0.301300911014251,0.414365969424196,0.168812144872384,0.0975398358361686,0.707556346508104
"DE110420",0.0905231970357015,0.247140303965587,0.549193825812327,0.0824586756071181,0.0353861487034866,0.8758784656359
"DE110430",0.0931486334788476,0.23791366563969,0.562252707715061,0.0946928276700002,0.0423236530236959,0.854397427930644
"DE110440",0.110043014953386,0.231210474257433,0.555083655742165,0.0921611861840492,0.03872724722072,0.863940798299708
"DE110450",0.0996735219820444,0.295382724230191,0.50327337848839,0.0919077117767955,0.114337133090378,0.782323497163131
"DE110460",0.202609196938338,0.287979920296374,0.397247608803851,0.210027557722707,0.112043182651997,0.66132937541515
"DE110470",0.118523628638576,0.399499443988812,0.382386109832617,0.118738348804107,0.214944906259769,0.637977124997587
"DE110480",0.154766485803668,0.316402380724567,0.423945077973943,0.152885789661111,0.123348285555226,0.705278963302684
"DE110490",0.0723198550035214,0.249698384586271,0.568857415723894,0.0728228485017891,0.0395804838583335,0.881269543584249
"DE110500",0.0856704143719867,0.250418981690181,0.556651051656834,0.0878234261718781,0.03582103626743,0.872616749857635
"DE110510",0.155112028435894,0.279064281450274,0.45252146050272,0.158592532060392,0.0704144666466911,0.761189845767528
"DE110520",0.161906724660532,0.265639788126886,0.462174802254858,0.165732619237231,0.0681033873309324,0.761777215178938
"DE110530",0.121717854903454,0.232937021696089,0.529584393387862,0.128847052222344,0.0384012603948709,0.832820661528329
"DE110540",0.0890008431557693,0.258666834891078,0.545167541126024,0.0889554735736932,0.0476276317783588,0.855785987453965
"DE110550",0.141543189366725,0.233840908938341,0.525489880734187,0.140547763051757,0.0350953772002607,0.820574620416883
"DE110560",0.205734988637233,0.241740816038815,0.449396118347243,0.161019233811091,0.108454997319935,0.710283912011337
"DE110570",0.173662745751517,0.261085391192902,0.461142417444338,0.176635983920654,0.0775162513739103,0.736774485656849
"DE110600",0.0415091357817839,0.259425048689298,0.599849262810842,0.0391497126310134,0.0466944908848542,0.901825118187043
"DE110610",0.192734853691799,0.187949286602624,0.515424053019626,0.191264011619803,0.0313927132420122,0.775065452122903
"DE110620",0.0523489114011081,0.292110115111228,0.535986551868852,0.0526102772668628,0.0876496672224032,0.836579448868137
"DE110640",0.174208130524712,0.254754823293986,0.462709622827412,0.176466812038917,0.0596251007298938,0.749095574491246
"DE110650",0.180864585659629,0.485661678201372,0.199930160404001,0.175784395746478,0.304417440356823,0.440539918212478
"DE110660",0.232377293093486,0.342497047246641,0.301731314388343,0.235519746860146,0.154754182546852,0.560241654337863
"DE110670",0.105213129331311,0.57535460828488,0.174867693733695,0.0990909010869736,0.408621251192925,0.426302753851667
"DE110680",0.157711308985824,0.205983633798832,0.536764635394567,0.163735986996074,0.0333415532815401,0.801085332716052
"DE110690",0.153161008143608,0.209602247751882,0.53681617832317,0.160206513712641,0.0343188688337132,0.803204361611515
"DE110700",0.0502245999912169,0.287409680431395,0.561220095907052,0.0469959357940677,0.0908610457032779,0.842622381768185
"DE110710",0.0294719650143554,0.244996184613189,0.62298283398629,0.0292975564151846,0.0468409060346628,0.912883782842601
"DE110730",0.104981891966554,0.267424812280907,0.527265537636569,0.102799121454518,0.0673721701319718,0.816301738823712
"DE110750",0.137371575560446,0.244444484928795,0.524775821828472,0.134762894281619,0.0484709233596321,0.805653115417541
"DE110780",0.0589134236161962,0.284128871288075,0.562558858961449,0.0567358717834301,0.0963873897257541,0.829679071615424
"DE110790",0.0416328146312525,0.227358026067677,0.626873002117439,0.039096921361451,0.0390967625542612,0.91797191291672
"DE110810",0.148666050868922,0.194698150707594,0.567445902687639,0.153062692396173,0.030749363408148,0.817698710402478
"DE110820",0.0436877898990668,0.221770514056041,0.632808832285893,0.0430493336801793,0.0231590301298122,0.925846597902122
"DE110830",0.0491320647887652,0.213829537226796,0.63014585047936,0.0438303066204092,0.0399629883437912,0.910837562343405
"DE110840",0.0594267234816138,0.232728593378492,0.604321336565557,0.0580488331335123,0.0354666534124538,0.897777324336838
"DE110860",0.125452050027847,0.264389277095205,0.507798618986027,0.126098802221796,0.0720447834805841,0.777739399561627
"DE110870",0.0741316283020654,0.221278423968648,0.593784677734186,0.0737917777598644,0.0306492203146455,0.892919419579938
"DE110880",0.118679035448281,0.341021692376815,0.444026581839567,0.118591920270945,0.161541292166224,0.690053759511912
"DE110900",0.195052915368313,0.197851244510282,0.520960020728513,0.195584325846813,0.0343426004579771,0.763163359689158
"DE110920",0.114440518780252,0.252052385503147,0.521606089059414,0.115904658357132,0.0438588053670005,0.835416196116402
"DE110930",0.0862606342841279,0.284297599986539,0.516741846332529,0.0855458556678678,0.0878499625236832,0.806856298516954
"DE110940",0.0712525798409135,0.254577184898748,0.549049661444491,0.0734254005307074,0.0601288163601721,0.856180170428228
"DE110950",0.0562323668621851,0.230355149400191,0.598577251916657,0.0558028697228719,0.0307469561953967,0.910493091070132
"DE110960",0.0997291646212264,0.23500007722081,0.559743421453804,0.103751599057973,0.0301024944136407,0.865008990105937
"DE110970",0.121007953818946,0.232267099830089,0.538795219384819,0.123519808489376,0.0342889842794011,0.836160431403262
"DE110980",0.0431846462230181,0.274738618079805,0.568642541871644,0.0430356989482415,0.058299772610369,0.888252561039877
"DE110990",0.0810183277762712,0.254060732881484,0.55780626891677,0.0808267410692262,0.0607784213071179,0.842861942588393
"DE111000",0.146577649077848,0.286798110158729,0.454067312715661,0.149832683369495,0.0821374799622444,0.755810157210931
"DE111010",0.11880129254005,0.259960351698007,0.518540829564714,0.118995120805239,0.0475131361823967,0.825210946063981
"DE111020",0.0960731605194456,0.235079245091201,0.56460410739256,0.0977360136790112,0.0319613163311274,0.866715115699514
"DE111030",0.129501627667316,0.2598458793063,0.504696691330726,0.133233869116384,0.0606345531845101,0.793350109529932
"DE111040",0.0749829952423149,0.240084027587864,0.575363525038209,0.0780758088128159,0.0377576844674631,0.876785441606369
"DE111060",0.053858935633591,0.227190884371928,0.602641665972303,0.0561321643869327,0.022673651849487,0.916755819292181
"DE111070",0.0760924389936323,0.305779060542721,0.509757580962396,0.0727015947215882,0.0982825626265668,0.812549763218709
"DE111110",0.116440854229412,0.203658615062124,0.57185282857521,0.118104766058617,0.0231216160934666,0.85081661915617
"DE111120",0.110996612718624,0.252666307645978,0.536483567363954,0.112121030538027,0.0398038877403111,0.842964301766037
"DE111130",0.110224010343848,0.35987484712948,0.445879423000723,0.108166680989454,0.182645349299288,0.694251720031673
"DE111140",0.0532770815771075,0.236082049163372,0.59423328799211,0.0520011439530276,0.0289166394695629,0.917159669942207
"DE111150",0.0975069841538873,0.387233016466234,0.410426613922404,0.0936368671437872,0.196103056935927,0.671655486453041
"DE111160",0.0699707807641023,0.26133483733489,0.54902589923638,0.0717093428184611,0.0567094131801035,0.851765539410729
"DE111170",0.068107410965501,0.256162964446687,0.556916336395587,0.0691441667729794,0.0560651951732258,0.86774507756522
"DE111180",0.0960773088049928,0.256582793621282,0.534062078051619,0.0817415416155589,0.0688228624406066,0.834070686442797
"DE111190",0.163764574693868,0.217020981993921,0.517780135996012,0.147021269016713,0.0383265758992531,0.810538881488134
"DE111210",0.0754139335017769,0.261633443954114,0.555898481132871,0.0726688013554894,0.0622476723787212,0.850838718670597
"DE111220",0.076041868193671,0.238545483135793,0.581757961314251,0.0740770821687653,0.0368833636045846,0.876404908392676
"DE111230",0.0505755145926886,0.224380425474651,0.616807463302674,0.0484458083493706,0.0222243743574199,0.926480862236962
"DE111240",0.0589239164540936,0.221124853471201,0.612232372700165,0.0563477409869287,0.0201954458470934,0.920905337610524
