"catch_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas"
61300692,0.458761976016808,0.256739717064296,0.227450282188337,0.4467129745127,0.141797484478913,0.379185060202027
61300555,0.366394103193462,0.232049259766646,0.329654735131282,0.366535562373695,0.0980982505755658,0.508862521380772
61200745,0.414004544923219,0.236719748382752,0.283238843256616,0.394487152352193,0.112278899735606,0.465135946480117
61200743,0.449668119911032,0.231032343444844,0.261620930778893,0.43021057763141,0.117608232880244,0.422868799608366
62231033,NA,NA,NA,0.420557797149798,0.134195954419607,0.408896496850988
62231076,NA,NA,NA,NA,NA,NA
62231068,0.393793605370545,0.246313424348744,0.295813248143175,0.37731585088563,0.126744472095167,0.460822164842336
62231066,0.463085668682491,0.234859506682685,0.242063398932332,0.443415397382681,0.112635139965779,0.418151285121333
32220123,0.255375823309744,0.271897582176763,0.384476486489958,0.247552358621606,0.120619942019275,0.595562599812282
71240456,0.298189100358539,0.261597271980917,0.359270501315133,0.285195580386061,0.112266545911472,0.570014000209192
62230647,0.357697695971595,0.213725233222066,0.350231626358547,0.347446953298628,0.0781837118632651,0.557570033205763
62232221,0.416969242254619,0.34517173341762,0.213684737305131,0.359629097582998,0.184592994935644,0.402053439753607
32160004,0.401733933966929,0.212846789353136,0.335735573107883,0.384811241052172,0.0944707742988538,0.497692877091039
61200742,0.535294932643194,0.29658314314431,0.105761969851899,0.541181551791024,0.185348894179906,0.219993770819382
32230439,0.316665315218357,0.283687823247961,0.31780864460794,0.303708082066247,0.14225601920875,0.512140298129751
32211328,0.16120003026641,0.302390762668063,0.443091738756276,0.153061600452976,0.135153417050423,0.680149058184588
32211118,NA,NA,NA,NA,NA,NA
32211117,0.264174704854038,0.195570696201175,0.458056577210711,0.257058273918053,0.0755868139555007,0.653334721570956
32261368,0.382532727777139,0.280210954273534,0.273175595947781,0.358675281612999,0.152156533197341,0.444706803091283
32262368,0.349514624113385,0.258090386079009,0.317398570232898,0.334037861652011,0.11933773738773,0.511531251236507
71271172,NA,NA,NA,NA,NA,NA
71270476,0.120354643015882,0.257329167927957,0.526893910279118,0.116053338497039,0.0700110992198675,0.800576517492672
71288759,0.0771692397518562,0.270277650517664,0.547933379562771,0.0711642492921928,0.0699791734064847,0.844859594573499
62230402,0.474412454596711,0.248728888843114,0.218306411725204,0.461658422183613,0.128891035250463,0.378249982043415
62231378,NA,NA,NA,0.394176889171515,0.156407711021661,0.40474501290592
71220630,0.290070600280438,0.218461314385705,0.41241397811012,0.284905520963161,0.0869344290100299,0.607918020517968
71220445,0.278310408660802,0.21828193786671,0.426424132933184,0.267951030210702,0.0697821234292602,0.648214290180166
32220519,0.201618247731619,0.370946624750905,0.341631252261509,0.194366806530505,0.224938568461825,0.521269255417794
72201261,0.21599923043595,0.462928254407093,0.239829833511944,0.232117985480471,0.311058613440079,0.374129506738686
72200633,0.159549031358907,0.324815174359098,0.418366251042979,0.153915785040532,0.149796920555803,0.664151208925516
71220088,0.254955150284477,0.237668576502067,0.427337895815659,0.242757644095047,0.0926780628722298,0.637480902174092
32440056,0.37881665028809,0.241492764808092,0.32763770934702,0.342008912580689,0.0993255341327572,0.526783199707598
32460017,0.33049796211153,0.227903663165444,0.307327406599862,0.360531622115569,0.150261036383304,0.468302621700882
32460020,0.398900239194045,0.251785413750128,0.307121927009991,0.381430799756581,0.116623162205242,0.469080036670109
62230729,0.417119026518107,0.243441060617254,0.268584509949984,0.406869064799454,0.126774467971395,0.432027985304617
93600020,0.199841339027312,0.234292217617886,0.478171419446117,0.188863860426097,0.080979612717461,0.709998409161544
62250023,0.410771870549238,0.198630492482825,0.391974066572977,0.326895856470395,0.112051090502298,0.526453256981679
93300484,0.294113033660567,0.223026110353559,0.406764161537688,0.282109952682249,0.0797826062925187,0.625604194573847
62231866,0.382113715454397,0.246681733579631,0.312926909592973,0.362558508885188,0.108364277540205,0.500957149504533
32261444,0.367866201565249,0.244051549900078,0.318175313626212,0.36367073385487,0.109299617373115,0.49118733231861
93500433,0.287336631653388,0.230053577858605,0.403197789208007,0.276900392460609,0.0809437896320837,0.625289519311458
32240799,0.287399257862286,0.327557770067656,0.305195988157524,0.270700896782322,0.193809456045582,0.495948197488312
32240459,0.330188133165983,0.296836484917878,0.292011990941484,0.319608955661684,0.165233709111633,0.470394938902125
32160088,0.328618631105273,0.20314723315834,0.388431308852589,0.322217744394817,0.0564889911502242,0.609196904865116
62230627,0.295808132445235,0.232723790139025,0.391517265728697,0.287327056676157,0.0875140728344856,0.604888610861251
62230428,0.351815969590287,0.215257591284693,0.369370959463038,0.339596393942389,0.0714117685002,0.57288868298195
73200631,0.318012590508891,0.38494131833712,0.205100897208869,0.298007075157271,0.246154896723599,0.378704116366045
71260020,0.304272093993291,0.172866780172441,0.496397609309833,0.25412158678288,0.0685845768911401,0.674418623736507
93600032,0.179874297420944,0.241328273382218,0.485810192704826,0.166138459845425,0.0739906934273825,0.745680368065518
61300437,NA,NA,NA,0.352057417555522,0.0859686337284765,0.52710451378565
61300469,0.345285815901888,0.223687560076661,0.36936061512769,0.329584304370787,0.0790885483895506,0.571857282898963
62230020,0.357747825935855,0.268982847165543,0.290842494797934,0.350958891332803,0.138966521364456,0.466686359276643
72300411,0.294835233630658,0.236814555322285,0.391725629043934,0.285214431989925,0.101753210738842,0.586283196039141
32220111,0.159613734719721,0.274510569020649,0.473179527631224,0.155566100824732,0.10777269838388,0.704338816284522
71220002,0.353347665738565,0.200292359148849,0.37695253305154,0.343072261555944,0.0796938053450186,0.559139296763062
71270810,0.146470543256812,0.277917342087015,0.485155369741445,0.138497468414052,0.101200407006346,0.737925406386505
32230087,0.354062561375663,0.23528236581187,0.343419771434806,0.339297339815523,0.113002873050225,0.516293206983615
72300455,0.250467875829155,0.29225203511373,0.369054182048448,0.244125745939472,0.14426304352251,0.576027235451846
62250019,0.316895904431287,0.222124921058107,0.379013605325546,0.308936339288852,0.0776445541911667,0.586430996202965
62210546,0.372184013804711,0.201627665582909,0.36120942609923,0.356376009338295,0.0702176668051114,0.559364094226321
32400556,0.404637943421568,0.275608968018664,0.264053647591661,0.38511453136627,0.155602193411623,0.414792181508177
93600537,0.232518646585226,0.207066951154533,0.477949356801953,0.224530805527028,0.0568697413151411,0.713066520396208
93500089,0.325702412949258,0.212234681013452,0.387863240895173,0.321789928384701,0.0702838190454734,0.594556064576976
71220004,0.232663140404887,0.257478257310916,0.435732625798363,0.221660760649229,0.106103814035887,0.63814121726629
32261369,0.34408448006649,0.234206695871383,0.360512894169388,0.325016345967603,0.109964642990972,0.53237860082129
32240800,0.345289548754651,0.262216300366394,0.311845011164098,0.328460323508442,0.121654815819966,0.519435426588593
32240516,0.192197246537512,0.244264390753888,0.468571827198273,0.185624456334366,0.0901486291713358,0.694846593967273
32210488,0.29243108872779,0.26185753993269,0.352130635338147,0.283670756045797,0.131985822506312,0.556449995501814
73300468,0.289561489341359,0.232981849490431,0.387378674672735,0.277013355799359,0.106524036972099,0.591577060081842
32230635,0.153058860974083,0.337842267722845,0.413344302171571,0.143736936588906,0.170965295302126,0.636193392189865
32210756,0.292027967126394,0.25624178346605,0.370878628407436,0.281894826116374,0.121992866126339,0.571612402064537
32210417,0.291620415899425,0.347286271670039,0.276880982893413,0.279768235220697,0.19628671850345,0.490968470859445
62231312,0.367932285161329,0.234956087978892,0.299198124415476,0.36874843563457,0.106857994642133,0.48426535126165
32211121,0.321918444636649,0.231045993544739,0.38143892484264,0.302331433493865,0.101081966023737,0.577507875818032
62620492,0.298568616865052,0.224302521023687,0.403177926514767,0.285592634010516,0.0683413321144217,0.633570872789071
82100426,0.244495276778608,0.230187302065655,0.452949322917127,0.233891929558192,0.0590449233980395,0.688846879235392
64219845,0.291445723775187,0.230786226986399,0.3978602868821,0.280958305344258,0.0722284095201823,0.631907117332917
64210066,0.299465663271796,0.338000810107322,0.2932945891074,0.282234410576571,0.167884084280922,0.511963271756214
62620023,0.359209666247467,0.218765115984058,0.347537683145955,0.338656345739723,0.0824426576637808,0.548819517143868
64211129,0.293390799169518,0.220962769481657,0.405777576868054,0.282822913661752,0.0683930553374976,0.634496066782239
62520258,0.315870325114105,0.248772699656556,0.366035358678312,0.283284447735075,0.0979601666089171,0.587578152383514
64210788,0.28052921881582,0.228231145039895,0.409552377389088,0.268713130960686,0.0628115855980291,0.649835018677379
62530043,NA,NA,NA,0.305168218489311,0.0793734345566793,0.597665122998187
93100020,NA,NA,NA,NA,NA,NA
