"","ID","MAT","Tcold","Thot","Tmon10","MAP","Pdry","Psdry","Pwdry","Pswet","Pwwet","totalSummerP","totalWinterP","totalP","Pthreshold","KG_zone1","KG_zone2","KG_zone3","KG_zone"
"1","01010000",2.7042770547643,-13.5873755523424,17.3031728800842,4,1158.7552742616,67.4514767932489,80.8776371308017,67.4514767932489,123.426160337553,99.6793248945148,639.054852320676,519.700421940928,1158.7552742616,19.4085541095286,"D","f","b","Dfb"
"2","01010070",2.60242198296932,-13.7093596247029,17.3461821560789,4,1157.79433497537,69.8682266009852,80.2241379310345,69.8682266009852,124.383004926108,97.6354679802956,639.03448275862,518.759852216749,1157.79433497537,19.2048439659386,"D","f","b","Dfb"
"3","01010100",2.55767288754938,-13.7030259470431,17.2534580395613,4,1088.66570605187,61.6671469740634,73.7622478386167,61.6671469740634,118.548991354467,91.678674351585,616.162824207494,472.50288184438,1088.66570605187,19.1153457750988,"D","f","b","Dfb"
"4","01010500",2.64512319738666,-13.6973418537368,17.2993246388232,4,1122.55555555556,64.8290598290598,78.0598290598291,64.8290598290598,119.931623931624,96.5213675213675,622.034188034188,500.521367521367,1122.55555555556,19.2902463947733,"D","f","b","Dfb"
"5","01011000",2.84258635867048,-13.6753818035126,17.5289272568443,4,1042.04090909091,56.0545454545455,74.3136363636364,56.0545454545455,111.204545454545,90.2454545454545,583.649999999999,458.390909090909,1042.04090909091,19.685172717341,"D","f","b","Dfb"
"6","01012515",2.9794444443451,-13.9383332411448,17.6950001398722,4,994.466666666667,53.5166666666667,69.2666666666667,53.5166666666667,106.366666666667,87.9166666666667,551.633333333333,442.833333333333,994.466666666667,19.9588888886902,"D","f","b","Dfb"
"7","01012520",3.06666656902858,-13.8571428571429,17.7857137407575,4,988.857142857142,53.2857142857143,68.2857142857143,53.2857142857143,106.428571428571,87.4285714285714,547.999999999999,440.857142857143,988.857142857142,20.1333331380572,"D","f","b","Dfb"
"8","01012525",3.0666666328907,-13.8999998092651,17.7999996185303,4,989.2,53.6,70,53.6,105.8,87.2,547.2,442,989.2,20.1333332657814,"D","f","b","Dfb"
"9","01012570",2.85368587638641,-14.0512820115456,17.6112178655771,4,1007.02243589744,54.9391025641026,70.1634615384615,54.9391025641026,107.692307692308,88.9070512820513,558.163461538462,448.858974358974,1007.02243589744,19.7073717527728,"D","f","b","Dfb"
"10","01013500",2.96062060718409,-14.1469473713323,17.8113946914673,4,1010.06578947368,58.8026315789474,67.9210526315789,58.8026315789474,107.322368421053,89.375,546.539473684211,463.526315789474,1010.06578947368,19.9212412143682,"D","f","b","Dfb"
